2.999999999999999645e+01,0.000000000000000000e+00
2.984191771072603672e+01,-9.415809381616165652e+00
2.936935858412672928e+01,-1.874234678433090551e+01
2.858660687728086103e+01,-2.788823718928406947e+01
2.750100625782384967e+01,-3.676272743429245082e+01
2.612311048405265623e+01,-4.527640736961095058e+01
2.446668340492578864e+01,-5.334120985793261838e+01
2.254864727841815153e+01,-6.087172790452433446e+01
2.038848663909348957e+01,-6.779236486060067080e+01
1.800853083349354478e+01,-7.401345229024414607e+01
1.543334229898814058e+01,-7.945210390996858507e+01
1.268954373497109955e+01,-8.403776447906648173e+01
9.805818102860245133e+00,-8.771220979960905595e+01
6.812908626097385678e+00,-9.042954671644618259e+01
3.743618790148321995e+00,-9.215621311720643405e+01
6.328123425028668869e-01,-9.287097793229705189e+01
-2.482807422184214907e+00,-9.256513781271192443e+01
-5.571385513530438871e+00,-9.124723517271431206e+01
-8.599194447368725847e+00,-8.893342183977048876e+01
-1.153184012114270907e+01,-8.564919007519893057e+01
-1.433714258601905911e+01,-8.143225767641739310e+01
-1.698513604688740486e+01,-7.633256797694299678e+01
-1.944806886236043297e+01,-7.041228984639205635e+01
-2.170040354477378131e+01,-6.374581769048027979e+01
-2.371881676018612950e+01,-5.641977145102266888e+01
-2.548219932837913149e+01,-4.853299660593346232e+01
-2.697282359181803812e+01,-4.018773261016694676e+01
-2.817886861897239115e+01,-3.145165377978028687e+01
-2.908692453661470978e+01,-2.240853099331728515e+01
-2.968662239065194086e+01,-1.314646458700082121e+01
-2.997123109246687278e+01,-3.754623634193341442e+00
-2.993765741891812837e+01,5.676754054603163624e+00
-2.958644601234014715e+01,1.505636193174741067e+01
-2.892177938054323505e+01,2.429182471245840347e+01
-2.795147789681352180e+01,3.328969837481568561e+01
-2.668690711541690774e+01,4.195631814949834393e+01
-2.514002647735709317e+01,5.021452167286939527e+01
-2.332506891586397302e+01,5.797316644681894360e+01
-2.125971192876713545e+01,6.513946474770753525e+01
-1.896442761623232443e+01,7.162890618221652517e+01
-1.646248268076153209e+01,7.736525768734767894e+01
-1.377993842719297923e+01,8.228056353042347837e+01
-1.094565076270101400e+01,8.631514530908710015e+01
-7.991270196796266490e+00,8.941760195130224531e+01
-4.951003863519980008e+00,9.154535251164200815e+01
-1.855948193146041092e+00,9.267633925050418497e+01
1.259743757157584021e+00,9.279221345353759887e+01
4.360751224707900775e+00,9.188414877302184891e+01
7.412960914042501237e+00,8.995861618966245032e+01
1.038346699691968134e+01,8.703738401259072077e+01
1.324057111231825168e+01,8.315751787936385142e+01
1.595378236643764858e+01,7.837138075596494957e+01
1.849381733269794381e+01,7.274663293680296761e+01
2.083260005173981710e+01,6.636623204471261772e+01
2.294421740283096156e+01,5.932391730490845561e+01
2.481078820270886354e+01,5.168629734096512607e+01
2.641271215638080960e+01,4.353083926657796354e+01
2.773261513528824906e+01,3.494208068052943617e+01
2.875666615057748032e+01,2.600678694197286944e+01
2.947457735309970772e+01,1.681395117043225795e+01
2.987960403341105220e+01,7.454794245802095709e+00
2.996854462177247314e+01,-1.977235191651993462e+00
2.974174068814987848e+01,-1.138646074129427177e+01
2.920304078291003691e+01,-2.067757149061438682e+01
2.835813150676046845e+01,-2.977467479323451016e+01
2.721374680482078290e+01,-3.858424008683325468e+01
2.577977509798117950e+01,-4.701113327831784972e+01
2.406943062043189130e+01,-5.496487050849158607e+01
2.209925341966322421e+01,-6.235961815205374847e+01
1.988910935646544687e+01,-6.911419281759998512e+01
1.746219010492894341e+01,-7.515206134762172496e+01
1.484501315244412822e+01,-8.040134081850661119e+01
1.206742179970143347e+01,-8.479479854053832355e+01
9.160289727464771659e+00,-8.827638859931055038e+01
6.152102709544867487e+00,-9.080721724317183430e+01
3.076766505102973781e+00,-9.234415531414180123e+01
-3.174576337499639134e-02,-9.285936529787458937e+01
-3.139742939802236510e+00,-9.234141175274346836e+01
-6.213815834491203560e+00,-9.079526130984102394e+01
-9.220837224153584089e+00,-8.824228267297912964e+01
-1.212796185190030229e+01,-8.472024661868884721e+01
-1.490262642724148989e+01,-8.028332599622056875e+01
-1.751254962608649635e+01,-7.500209572754394571e+01
-1.993117600539290990e+01,-6.894523502955756555e+01
-2.213553383349303161e+01,-6.217513995314859443e+01
